name,formula,category,subcategory,density,melting_point,boiling_point,thermal_conductivity,specific_heat,thermal_expansion,electrical_resistivity,yield_strength,tensile_strength,youngs_modulus,hardness_vickers,poissons_ratio,source,mp_material_id,notes,glass_transition_temp,heat_deflection_temp,processing_temp_min_c,processing_temp_max_c,crystallinity,fracture_toughness,weibull_modulus,interlaminar_shear_strength,fiber_volume_fraction
VO2,VO2,Ceramic,Oxide,4.103,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-42541,,,,,,,,,
BaAl3P2H2O14,BaAl3P2H2O14,Ceramic,Oxide,3.206,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-88522,,,,,,,,,
PH2NO2,PH2NO2,Unknown,,2.001,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-85786,,,,,,,,,
AsClF8,AsClF8,Unknown,,3.074,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98719,,,,,,,,,
Li4Mn5O10,Li4Mn5O10,Ceramic,Oxide,4.599,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-48233,,,,,,,,,
CuWO4,CuWO4,Ceramic,Oxide,7.599,,,,,,,,,150.40687821939588,,,JARVIS dft_3d (scraped),,JVASP-89267,,,,,,,,,
Sr2CoO3,Sr2CoO3,Ceramic,Oxide,5.181,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-85714,,,,,,,,,
Ho5CoSb2,Ho5CoSb2,Metal,Non-Ferrous,9.129,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98039,,,,,,,,,
K2FeCuC6N6,K2FeCuC6N6,Ceramic,Nitride,2.368,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-85366,,,,,,,,,
TlCuHCO4,TlCuHCO4,Ceramic,Oxide,5.409,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98935,,,,,,,,,
LiCoOF2,LiCoOF2,Ceramic,Oxide,4.102,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-42722,,,,,,,,,
Na2BiO3,Na2BiO3,Ceramic,Oxide,5.951,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-42222,,,,,,,,,
MgPbO3,MgPbO3,Ceramic,Oxide,7.212,,,,,,,,,23.33765058211358,,,JARVIS dft_3d (scraped),,JVASP-38614,,,,,,,,,
MoBr3,MoBr3,Metal,Non-Ferrous,4.977,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-22722,,,,,,,,,
K2Ga3,K2Ga3,Metal,Non-Ferrous,3.459,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86679,,,,,,,,,
Ba4SnSe,Ba4SnSe,Metal,Non-Ferrous,5.247,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64133,,,,,,,,,
ErAlCu,ErAlCu,Metal,Non-Ferrous,7.632,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90169,,,,,,,,,
MgBe2Mo,MgBe2Mo,Metal,Non-Ferrous,4.469,,,,,,,,,100.82672215142138,,,JARVIS dft_3d (scraped),,JVASP-64910,,,,,,,,,
Ba4TePd,Ba4TePd,Metal,Non-Ferrous,5.524,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63917,,,,,,,,,
Al2Au,Al2Au,Metal,Non-Ferrous,7.498,,,,,,,,,109.50101993457658,,,JARVIS dft_3d (scraped),,JVASP-14998,,,,,,,,,
Si2Ni6B,Si2Ni6B,Ceramic,Boride,7.406,,,,,,,,,220.2449384619737,,,JARVIS dft_3d (scraped),,JVASP-15432,,,,,,,,,
VCu3Se4,VCu3Se4,Metal,Non-Ferrous,5.258,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-3489,,,,,,,,,
H9BrO4,H9BrO4,Unknown,,1.84,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97503,,,,,,,,,
MoW3Se4S4,MoW3Se4S4,Ceramic,Mixed,5.703,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-28964,,,,,,,,,
Se,Se,Ceramic,Elemental,5.717,,,,,,,,,48.69793356003138,,,JARVIS dft_3d (scraped),,JVASP-14915,,,,,,,,,
Ba4CoSn,Ba4CoSn,Metal,Non-Ferrous,5.052,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64008,,,,,,,,,
Ti2InCo,Ti2InCo,Metal,Non-Ferrous,7.064,,,,,,,,,52.49638664499187,,,JARVIS dft_3d (scraped),,JVASP-37046,,,,,,,,,
CaNi3P4O14,CaNi3P4O14,Ceramic,Oxide,3.846,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-87905,,,,,,,,,
ZnFeRh2,ZnFeRh2,Metal,Ferrous,10.004,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-38764,,,,,,,,,
HeSiO2,HeSiO2,Unknown,,2.189,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98448,,,,,,,,,
Ba3Ta6Si4O23,Ba3Ta6Si4O23,Ceramic,Oxide,5.971,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-88123,,,,,,,,,
Mg7Fe,Mg7Fe,Metal,Ferrous,2.295,,,,,,,,,63.86612014690451,,,JARVIS dft_3d (scraped),,JVASP-91891,,,,,,,,,
Ba4ZnIn,Ba4ZnIn,Metal,Non-Ferrous,4.668,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64588,,,,,,,,,
RbTlO3,RbTlO3,Ceramic,Oxide,6.557,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-38283,,,,,,,,,
TePdO3,TePdO3,Ceramic,Oxide,6.985,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-37407,,,,,,,,,
SeS,SeS,Unknown,,4.553,,,,,,,,,40.122951558085255,,,JARVIS dft_3d (scraped),,JVASP-14958,,,,,,,,,
Ta2Be2O5,Ta2Be2O5,Ceramic,Oxide,9.59,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-37424,,,,,,,,,
KHfO3,KHfO3,Ceramic,Oxide,6.119,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-36897,,,,,,,,,
MnO3,MnO3,Ceramic,Oxide,4.418,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90431,,,,,,,,,
TaSe2,TaSe2,Metal,Non-Ferrous,8.34,,,,,,,,,80.13382337387627,,,JARVIS dft_3d (scraped),,JVASP-589,,,,,,,,,
Ba4GeBi,Ba4GeBi,Metal,Non-Ferrous,5.726,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63969,,,,,,,,,
Rb6Si2O7,Rb6Si2O7,Ceramic,Oxide,3.944,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98363,,,,,,,,,
H4N2O3,H4N2O3,Unknown,,1.802,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98301,,,,,,,,,
NbFeO4,NbFeO4,Ceramic,Oxide,4.628,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-43030,,,,,,,,,
Ba4HfTl,Ba4HfTl,Metal,Non-Ferrous,6.164,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64462,,,,,,,,,
SrLiCoF6,SrLiCoF6,Ceramic,Mixed,3.845,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-88159,,,,,,,,,
VClO,VClO,Ceramic,Oxide,3.46,,,,,,,,,2.722888044431453,,,JARVIS dft_3d (scraped),,JVASP-3753,,,,,,,,,
Fe3O4,Fe3O4,Ceramic,Oxide,5.694,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-87334,,,,,,,,,
Nd4Ge3S12,Nd4Ge3S12,Ceramic,Mixed,4.509,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97633,,,,,,,,,
SmInNi,SmInNi,Metal,Superalloy,8.552,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-89905,,,,,,,,,
PuTaC2,PuTaC2,Ceramic,Carbide,14.244,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-107743,,,,,,,,,
Nb5As4Pd4,Nb5As4Pd4,Metal,Non-Ferrous,9.163,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86978,,,,,,,,,
BaH4O6,BaH4O6,Ceramic,Oxide,3.322,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97506,,,,,,,,,
FeAgSe2,FeAgSe2,Metal,Ferrous,5.643,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90438,,,,,,,,,
SmZrF7,SmZrF7,Ceramic,Mixed,4.382,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97342,,,,,,,,,
RbFeSe2,RbFeSe2,Metal,Ferrous,4.42,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90539,,,,,,,,,
CuO,CuO,Ceramic,Oxide,4.039,,,,,,,,,1.1613628620102214,,,JARVIS dft_3d (scraped),,JVASP-91612,,,,,,,,,
RbFeS2,RbFeS2,Ceramic,Mixed,3.5,,,,,,,,,37.139872328078155,,,JARVIS dft_3d (scraped),,JVASP-91750,,,,,,,,,
PaNi3,PaNi3,Metal,Non-Ferrous,11.502,,,,,,,,,137.17842473235746,,,JARVIS dft_3d (scraped),,JVASP-91993,,,,,,,,,
Ba4ZnTe,Ba4ZnTe,Metal,Non-Ferrous,4.805,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64544,,,,,,,,,
Ba4CoCl,Ba4CoCl,Ceramic,Mixed,4.461,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64803,,,,,,,,,
Ba4MgPd,Ba4MgPd,Metal,Non-Ferrous,4.54,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64203,,,,,,,,,
ZrBe2Cr,ZrBe2Cr,Metal,Non-Ferrous,5.084,,,,,,,,,83.4251045413973,,,JARVIS dft_3d (scraped),,JVASP-64878,,,,,,,,,
Rb2PtCl6,Rb2PtCl6,Ceramic,Mixed,3.988,,,,,,,,,26.927661325885637,,,JARVIS dft_3d (scraped),,JVASP-3657,,,,,,,,,
ZrBePb4,ZrBePb4,Metal,Non-Ferrous,8.886,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-65073,,,,,,,,,
BaH2C2O4,BaH2C2O4,Ceramic,Oxide,3.265,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98620,,,,,,,,,
TmSi2Ni2,TmSi2Ni2,Ceramic,Mixed,7.676,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-15389,,,,,,,,,
HfReSi,HfReSi,Ceramic,Mixed,13.619,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-89977,,,,,,,,,
KPSe6,KPSe6,Ceramic,Mixed,4.047,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97998,,,,,,,,,
CaZn3Se4,CaZn3Se4,Metal,Non-Ferrous,4.391,,,,,,,,,33.09671548501746,,,JARVIS dft_3d (scraped),,JVASP-91944,,,,,,,,,
DyInCo2,DyInCo2,Metal,Non-Ferrous,9.253,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90631,,,,,,,,,
ZrUN2,ZrUN2,Ceramic,Nitride,11.188,,,,,,,,,323.94948494885887,,,JARVIS dft_3d (scraped),,JVASP-91852,,,,,,,,,
TlNO2,TlNO2,Ceramic,Oxide,6.138,,,,,,,,,26.40964689749743,,,JARVIS dft_3d (scraped),,JVASP-53082,,,,,,,,,
SmGePt,SmGePt,Metal,Non-Ferrous,11.327,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97390,,,,,,,,,
YbCO3,YbCO3,Ceramic,Oxide,6.511,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-50695,,,,,,,,,
Ba4NaW,Ba4NaW,Metal,Non-Ferrous,5.177,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64017,,,,,,,,,
LiMnF4,LiMnF4,Ceramic,Mixed,3.591,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-48653,,,,,,,,,
Rb4Zr3Te16,Rb4Zr3Te16,Metal,Non-Ferrous,5.281,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98046,,,,,,,,,
Tm4B6O15,Tm4B6O15,Ceramic,Oxide,4.585,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-50404,,,,,,,,,
CeMgAg,CeMgAg,Metal,Non-Ferrous,6.207,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90046,,,,,,,,,
Li2Co4O7F,Li2Co4O7F,Ceramic,Oxide,4.853,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-42308,,,,,,,,,
Ba4CdHg,Ba4CdHg,Metal,Non-Ferrous,5.477,,,,,,,,,1.418978102189781,,,JARVIS dft_3d (scraped),,JVASP-64144,,,,,,,,,
TiCd,TiCd,Metal,Non-Ferrous,7.025,,,,,,,,,96.93800225617886,,,JARVIS dft_3d (scraped),,JVASP-18656,,,,,,,,,
Ca2AlH10ClO8,Ca2AlH10ClO8,Ceramic,Oxide,1.794,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97930,,,,,,,,,
Ba4TiMn,Ba4TiMn,Metal,Non-Ferrous,4.6,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63926,,,,,,,,,
Nb5Si3,Nb5Si3,Ceramic,Mixed,6.951,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98190,,,,,,,,,
Ce2Si2O7,Ce2Si2O7,Ceramic,Oxide,4.798,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97755,,,,,,,,,
Ba4NbPb,Ba4NbPb,Metal,Non-Ferrous,5.739,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64266,,,,,,,,,
EuIn2,EuIn2,Metal,Non-Ferrous,8.126,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-85565,,,,,,,,,
LiAlB14,LiAlB14,Ceramic,Boride,2.498,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-88373,,,,,,,,,
ErAgGe,ErAgGe,Metal,Non-Ferrous,9.508,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86278,,,,,,,,,
K2NdP5O15,K2NdP5O15,Ceramic,Oxide,3.179,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97442,,,,,,,,,
MnBiSe2I,MnBiSe2I,Metal,Non-Ferrous,6.554,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86211,,,,,,,,,
Ba4FeSn,Ba4FeSn,Metal,Ferrous,5.086,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64057,,,,,,,,,
Ag2Se,Ag2Se,Metal,Non-Ferrous,7.529,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-22648,,,,,,,,,
Ba3Li4Sn8,Ba3Li4Sn8,Metal,Non-Ferrous,5.4,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98735,,,,,,,,,
ZrBe2Nb,ZrBe2Nb,Metal,Non-Ferrous,5.633,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64956,,,,,,,,,
AlFe2,AlFe2,Metal,Ferrous,6.232,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-18825,,,,,,,,,
BaCaBr,BaCaBr,Metal,Non-Ferrous,2.914,,,,,,,,,-173.6151904243744,,,JARVIS dft_3d (scraped),,JVASP-64334,,,,,,,,,
Ba4LiNb,Ba4LiNb,Metal,Non-Ferrous,4.046,,,,,,,,,6.095049504950496,,,JARVIS dft_3d (scraped),,JVASP-64739,,,,,,,,,
BeCo4Ru,BeCo4Ru,Metal,Non-Ferrous,8.231,,,,,,,,,162.14821189003328,,,JARVIS dft_3d (scraped),,JVASP-64994,,,,,,,,,
V6O11F,V6O11F,Ceramic,Oxide,4.559,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-42544,,,,,,,,,
NaGe2P3O12,NaGe2P3O12,Ceramic,Oxide,3.642,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98239,,,,,,,,,
Sm2Co7B3,Sm2Co7B3,Ceramic,Boride,8.735,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98505,,,,,,,,,
BeInSn,BeInSn,Metal,Non-Ferrous,6.247,,,,,,,,,27.160255001099145,,,JARVIS dft_3d (scraped),,JVASP-65109,,,,,,,,,
CoSbO4,CoSbO4,Ceramic,Oxide,5.718,,,,,,,,,196.8791894600652,,,JARVIS dft_3d (scraped),,JVASP-43066,,,,,,,,,
YBrO,YBrO,Ceramic,Oxide,4.863,,,,,,,,,64.79582891523204,,,JARVIS dft_3d (scraped),,JVASP-12049,,,,,,,,,
Sn2BF7,Sn2BF7,Ceramic,Boride,4.074,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97814,,,,,,,,,
CaZr4P6O24,CaZr4P6O24,Ceramic,Oxide,3.146,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97864,,,,,,,,,
FeH3,FeH3,Metal,Ferrous,5.474,,,,,,,,,8.7749530956848,,,JARVIS dft_3d (scraped),,JVASP-90860,,,,,,,,,
FeCu2GeSe4,FeCu2GeSe4,Metal,Ferrous,5.348,,,,,,,,,60.51529307544663,,,JARVIS dft_3d (scraped),,JVASP-90718,,,,,,,,,
Li3SbS4,Li3SbS4,Ceramic,Mixed,2.051,,,,,,,,,17.130143540669856,,,JARVIS dft_3d (scraped),,JVASP-42666,,,,,,,,,
LiFeO2,LiFeO2,Ceramic,Oxide,4.768,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-48101,,,,,,,,,
N,N,Ceramic,Elemental,0.683,,,,,,,,,-22.64224832214765,,,JARVIS dft_3d (scraped),,JVASP-1759,,,,,,,,,
PrYMg2,PrYMg2,Metal,Non-Ferrous,4.122,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-107744,,,,,,,,,
Ba4NbSn,Ba4NbSn,Metal,Non-Ferrous,5.221,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64105,,,,,,,,,
NdAl2Ga2,NdAl2Ga2,Metal,Non-Ferrous,5.621,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86037,,,,,,,,,
Ba4ZnSb,Ba4ZnSb,Metal,Non-Ferrous,4.873,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64547,,,,,,,,,
Ba4TcSb,Ba4TcSb,Metal,Non-Ferrous,5.456,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63970,,,,,,,,,
Ba4SrRu,Ba4SrRu,Metal,Non-Ferrous,4.72,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64612,,,,,,,,,
Ba4HfIn,Ba4HfIn,Metal,Non-Ferrous,5.615,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64684,,,,,,,,,
PbS,PbS,Ceramic,Mixed,7.218,,,,,,,,,52.062746908868874,,,JARVIS dft_3d (scraped),,JVASP-28356,,,,,,,,,
Mn3O2F4,Mn3O2F4,Ceramic,Oxide,4.332,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-42726,,,,,,,,,
CeMgPt,CeMgPt,Metal,Non-Ferrous,9.021,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-87915,,,,,,,,,
SrHfMg6,SrHfMg6,Metal,Non-Ferrous,3.467,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-92203,,,,,,,,,
Na2O,Na2O,Ceramic,Oxide,2.633,,,,,,,,,78.74326955692177,,,JARVIS dft_3d (scraped),,JVASP-43637,,,,,,,,,
RbMg7,RbMg7,Metal,Non-Ferrous,1.876,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-91894,,,,,,,,,
Sr3Fe2O7,Sr3Fe2O7,Ceramic,Oxide,5.505,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97343,,,,,,,,,
Ho4CdRh,Ho4CdRh,Metal,Non-Ferrous,9.581,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98818,,,,,,,,,
UO2,UO2,Unknown,,11.253,,,,,,,,,256.68204248198117,,,JARVIS dft_3d (scraped),,JVASP-1222,,,,,,,,,
Ba4MoSe,Ba4MoSe,Metal,Non-Ferrous,5.043,,,,,,,,,0.7163727959697732,,,JARVIS dft_3d (scraped),,JVASP-64391,,,,,,,,,
K2Ca3Si3O10,K2Ca3Si3O10,Ceramic,Oxide,2.996,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98452,,,,,,,,,
LiFe2F5,LiFe2F5,Ceramic,Mixed,3.798,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-44082,,,,,,,,,
Ba4InSb,Ba4InSb,Metal,Non-Ferrous,5.225,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64806,,,,,,,,,
Li4CuF7,Li4CuF7,Ceramic,Mixed,2.631,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-50767,,,,,,,,,
Li4BeTc,Li4BeTc,Metal,Non-Ferrous,3.034,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64916,,,,,,,,,
Mg5Tl2,Mg5Tl2,Metal,Non-Ferrous,5.399,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98569,,,,,,,,,
Ba4InGa,Ba4InGa,Metal,Non-Ferrous,4.791,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64463,,,,,,,,,
EuTaO4,EuTaO4,Ceramic,Oxide,8.545,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86448,,,,,,,,,
VCu3O4,VCu3O4,Ceramic,Oxide,5.368,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-89270,,,,,,,,,
BeP4Rh,BeP4Rh,Ceramic,Mixed,4.466,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-65032,,,,,,,,,
Tm2Ni17,Tm2Ni17,Metal,Non-Ferrous,9.536,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97585,,,,,,,,,
NiRuO3,NiRuO3,Ceramic,Oxide,6.735,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-38648,,,,,,,,,
TiInFe2,TiInFe2,Metal,Ferrous,8.171,,,,,,,,,194.23535502807124,,,JARVIS dft_3d (scraped),,JVASP-37028,,,,,,,,,
Ce7O12,Ce7O12,Ceramic,Oxide,6.584,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86377,,,,,,,,,
Be2NbCu,Be2NbCu,Metal,Non-Ferrous,5.953,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64879,,,,,,,,,
CrO,CrO,Ceramic,Oxide,4.91,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-107785,,,,,,,,,
BiP4HO12,BiP4HO12,Ceramic,Oxide,3.877,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98366,,,,,,,,,
TaP4S5Cl5,TaP4S5Cl5,Ceramic,Mixed,2.846,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97634,,,,,,,,,
Ba4ZnFe,Ba4ZnFe,Metal,Ferrous,4.679,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63927,,,,,,,,,
LiVSi2O6,LiVSi2O6,Ceramic,Oxide,3.32,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97999,,,,,,,,,
Ba4TiCu,Ba4TiCu,Metal,Non-Ferrous,4.229,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64745,,,,,,,,,
Ba4TiBe,Ba4TiBe,Metal,Non-Ferrous,4.141,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64019,,,,,,,,,
Ba4CaNb,Ba4CaNb,Metal,Non-Ferrous,4.137,,,,,,,,,-2.4511863503065845,,,JARVIS dft_3d (scraped),,JVASP-64205,,,,,,,,,
Ba4TaBi,Ba4TaBi,Metal,Non-Ferrous,6.417,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64059,,,,,,,,,
La3Ga,La3Ga,Metal,Non-Ferrous,6.756,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-88843,,,,,,,,,
Ta2Tl4Se11,Ta2Tl4Se11,Metal,Non-Ferrous,6.9,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98047,,,,,,,,,
TaReSi,TaReSi,Ceramic,Mixed,14.469,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90239,,,,,,,,,
BaSrTe,BaSrTe,Metal,Non-Ferrous,3.98,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64147,,,,,,,,,
Ba4YHf,Ba4YHf,Metal,Non-Ferrous,5.419,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64272,,,,,,,,,
BeVSe,BeVSe,Metal,Non-Ferrous,6.046,,,,,,,,,277.98241362549334,,,JARVIS dft_3d (scraped),,JVASP-65074,,,,,,,,,
YbBa2SbO6,YbBa2SbO6,Ceramic,Oxide,5.496,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98192,,,,,,,,,
Rb4CO4,Rb4CO4,Ceramic,Oxide,4.051,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97865,,,,,,,,,
KTmI3,KTmI3,Metal,Non-Ferrous,5.332,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86906,,,,,,,,,
Na3Co2SbO6,Na3Co2SbO6,Ceramic,Oxide,5.014,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-89042,,,,,,,,,
Ba4GaPb,Ba4GaPb,Metal,Non-Ferrous,5.427,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64335,,,,,,,,,
Ba4MnZn,Ba4MnZn,Metal,Non-Ferrous,4.732,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64549,,,,,,,,,
RuN6Cl2,RuN6Cl2,Ceramic,Nitride,3.393,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90343,,,,,,,,,
Li6MnO2F4,Li6MnO2F4,Ceramic,Oxide,2.272,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-48314,,,,,,,,,
Ba4TaGa,Ba4TaGa,Metal,Non-Ferrous,5.624,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64107,,,,,,,,,
Ba4BiSb,Ba4BiSb,Metal,Non-Ferrous,5.994,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63972,,,,,,,,,
Ba4ScTe,Ba4ScTe,Metal,Non-Ferrous,4.502,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64613,,,,,,,,,
MnPS3,MnPS3,Ceramic,Mixed,2.94,,,,,,,,,50.39398568019093,,,JARVIS dft_3d (scraped),,JVASP-4603,,,,,,,,,
Ca4Ni3C5,Ca4Ni3C5,Ceramic,Carbide,3.511,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-88565,,,,,,,,,
BeTcRh4,BeTcRh4,Metal,Non-Ferrous,9.706,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64957,,,,,,,,,
Ba4SbBr,Ba4SbBr,Metal,Non-Ferrous,5.024,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64807,,,,,,,,,
PrCu,PrCu,Metal,Non-Ferrous,7.068,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-91658,,,,,,,,,
Pr,Pr,Metal,Non-Ferrous,6.611,,,,,,,,,42.962924568780565,,,JARVIS dft_3d (scraped),,JVASP-14834,,,,,,,,,
